command,u,v,travel_time,energy_cost,congestion,install_cost,capacity,price
ROAD,735,110,29,3.467,39,31632,7,2.75
ROAD,411,833,28,3.214,21,40301,11,3.12
ROAD,924,946,8,1.701,25,10153,10,2.32
ROAD,999,521,27,1.723,55,20546,1,1.67
ROAD,121,110,43,0.999,90,29871,11,3.25
ROAD,587,661,41,3.937,56,31132,16,4.85
ROAD,48,266,73,3.378,36,5961,15,2.11
ROAD,824,57,12,0.267,16,1603,8,4.31
ROAD,589,139,27,0.653,41,8703,3,4.33
ROAD,852,603,74,1.824,34,23167,1,3.75
ROAD,123,624,30,2.781,51,44568,14,4.21
ROAD,24,115,80,2.504,84,49330,3,3.94
ROAD,360,613,73,4.222,15,26769,15,2.63
ROAD,68,968,48,3.497,43,6725,2,3.51
ROAD,127,51,46,3.654,20,18813,4,4.46
ROAD,950,108,22,1.698,70,45540,7,1.37
ROAD,558,847,50,0.795,82,15440,3,2.01
ROAD,589,709,55,3.207,99,7224,13,2.29
ROAD,163,436,6,4.447,81,11390,20,1.69
ROAD,516,317,42,0.508,48,25058,20,3.99
ROAD,500,834,51,3.488,36,34775,4,4.81
ROAD,159,925,69,4.058,11,34215,6,1.38
ROAD,165,208,59,1.156,53,14260,2,1.35
ROAD,840,338,62,2.559,16,8863,12,4.18
ROAD,660,594,23,0.532,3,32356,12,3.89
ROAD,895,134,22,2.183,20,44447,11,2.2
ROAD,621,511,59,1.137,82,29285,8,4.88
ROAD,235,78,59,2.595,1,31536,14,1.4
ROAD,527,536,60,1.419,0,48236,4,2.2
ROAD,494,768,22,2.126,15,48035,19,3.99
ROAD,837,786,34,1.901,82,36115,4,4.8
ROAD,991,996,7,0.628,100,31981,12,3.55
ROAD,401,132,19,3.877,25,46553,17,3.32
ROAD,182,527,16,2.127,33,47386,14,2.84
ROAD,955,63,26,0.854,34,11726,17,2.36
ROAD,495,912,18,3.613,39,44032,18,1.01
ROAD,192,926,55,3.474,82,14661,6,4.9
ROAD,495,440,26,3.249,79,30863,20,3.02
ROAD,699,199,77,1.472,4,40011,14,1.31
ROAD,722,245,62,0.738,71,41404,4,1.99
ROAD,810,641,30,0.709,58,22075,6,3.92
ROAD,755,521,66,0.536,52,21951,6,4.2
ROAD,446,500,78,1.68,8,15919,17,2.94
ROAD,887,288,40,2.314,88,28230,18,2.19
ROAD,267,905,55,2.096,73,43174,6,1.86
ROAD,118,536,48,2.559,49,24742,14,2.35
ROAD,773,315,72,1.091,39,19526,5,4.33
ROAD,622,609,86,0.399,34,45899,20,2.98
ROAD,327,886,67,3.571,91,24236,9,1.63
ROAD,685,0,20,4.367,95,9893,11,2.44
ROAD,449,643,84,4.347,22,41954,20,3.29
ROAD,222,368,82,1.655,82,47252,1,2.83
ROAD,429,830,28,2.744,41,22832,17,3.52
ROAD,928,486,20,2.475,36,22458,9,2.42
ROAD,8,627,41,1.202,27,37641,6,2.52
ROAD,953,494,51,3.982,32,28780,15,2.32
ROAD,266,692,22,3.04,67,37673,15,4.33
ROAD,232,673,44,2.679,44,27433,20,3.58
ROAD,74,108,40,3.086,18,29924,1,1.42
ROAD,240,254,54,0.685,14,47966,17,3.7
ROAD,861,693,29,1.609,56,18343,13,4.85
ROAD,749,839,71,0.676,78,29588,11,2.19
ROAD,609,786,58,3.177,77,8619,12,3.91
ROAD,174,840,88,3.803,7,7515,3,1.19
ROAD,746,671,28,0.269,30,47564,8,4.21
ROAD,564,79,51,4.343,100,49694,8,1.39
ROAD,252,136,40,3.991,78,29546,16,2.69
ROAD,903,456,14,1.253,87,36354,16,2.86
ROAD,892,530,75,3.787,10,13540,17,3.77
ROAD,977,365,27,1.133,93,33797,2,4.98
ROAD,691,546,30,2.958,33,18464,10,4.77
ROAD,734,315,5,3.046,19,42577,10,4.44
ROAD,722,775,35,0.644,72,4194,8,2.73
ROAD,32,396,49,3.028,71,43262,5,4.17
ROAD,504,239,89,3.08,47,6191,8,3.73
ROAD,361,509,11,1.744,47,34900,5,1.23
ROAD,840,38,63,2.725,15,22904,20,1.67
ROAD,12,302,39,2.466,61,47037,1,3.56
ROAD,792,830,57,1.503,73,8059,16,4.63
ROAD,391,776,26,2.52,1,15115,13,2
ROAD,944,460,55,3.073,91,14981,9,4.8
ROAD,84,858,32,1.239,75,35850,14,4.52
ROAD,91,118,48,0.583,95,9210,15,3.16
ROAD,79,371,22,1.572,74,29388,4,4.74
ROAD,137,681,17,3.949,10,33302,2,4.72
ROAD,351,512,41,0.684,71,1051,4,2.73
ROAD,243,428,63,2.175,32,7054,4,4.81
ROAD,21,48,67,1.757,11,31592,1,1.53
ROAD,387,69,3,2.875,39,43969,16,2.45
ROAD,849,361,66,2.572,75,21967,6,2.74
ROAD,936,786,52,1.501,25,24156,1,2.68
ROAD,119,367,77,3.584,12,5412,6,4.32
ROAD,719,649,21,1.787,9,23568,8,1.33
ROAD,953,633,24,3.96,74,37175,12,3.11
ROAD,548,800,38,0.426,77,18943,6,1.07
ROAD,617,193,27,0.882,36,22532,5,1.21
ROAD,733,573,44,2.347,100,10173,5,2.99
ROAD,268,302,80,3.443,4,8792,3,2.65
ROAD,368,761,34,3.246,58,38119,13,4.57
ROAD,120,124,16,1.265,83,43745,1,4.42
ROAD,913,246,33,4.435,38,26390,10,1.65
ROAD,493,717,81,1.77,36,43200,7,2.9
ROAD,183,310,58,2.994,24,2240,18,3.94
ROAD,912,394,90,0.285,87,7000,4,2.99
ROAD,781,702,21,2.15,90,15268,12,3.89
ROAD,792,913,82,1.854,35,37441,10,4.74
ROAD,444,334,3,4.045,15,29426,11,3.81
ROAD,588,325,87,3.418,62,7919,20,1.48
ROAD,17,682,67,4.312,11,28491,6,2.91
ROAD,539,479,65,1.099,64,48129,7,3.38
ROAD,218,292,89,2.754,52,40518,13,3.68
ROAD,952,713,49,0.434,57,11798,12,1.49
ROAD,733,312,63,1.35,80,11682,13,1.41
ROAD,308,998,14,3.733,89,28350,10,2.98
ROAD,178,49,34,2.757,18,41807,12,1.36
ROAD,226,430,28,0.287,76,24645,7,1.26
ROAD,17,212,72,1.472,6,12877,7,1.3
ROAD,428,207,36,1.998,60,49742,6,4.05
ROAD,630,946,90,3.4,63,755,10,1.63
ROAD,519,430,6,1.076,80,37488,2,3.69
ROAD,386,849,31,0.809,62,37608,20,3
ROAD,289,747,80,3.206,15,38717,7,1.81
ROAD,168,891,4,2.311,36,35250,15,2.67
ROAD,153,25,79,3.958,61,33530,11,1.82
ROAD,64,491,71,3.185,52,42563,7,4.02
ROAD,657,41,41,3.282,34,13280,14,1.75
ROAD,320,436,65,2.956,49,1464,17,3.12
ROAD,84,484,45,2.558,83,46761,15,2.08
ROAD,830,971,81,0.728,44,49904,12,3.35
ROAD,945,375,12,1.659,97,47551,15,2.08
ROAD,403,380,80,1.272,81,1013,4,3.51
ROAD,59,739,21,3.238,33,12157,19,2.07
ROAD,201,604,89,3.687,22,13160,1,2.56
ROAD,236,65,44,3.082,72,48105,9,2.67
ROAD,695,474,55,4.42,23,39860,11,1.64
ROAD,878,742,46,1.573,50,49347,12,1.67
ROAD,960,60,12,2.02,46,5768,14,2.3
ROAD,209,971,68,4.428,27,21971,5,3.94
ROAD,729,999,39,0.279,21,13394,5,3.12
ROAD,594,88,88,3.607,1,14300,3,4.67
ROAD,91,309,44,2.565,89,6839,16,2.99
ROAD,107,358,17,1.774,65,20131,10,4.44
ROAD,681,848,69,1.111,29,12952,15,3.59
ROAD,518,984,8,4.366,90,20702,19,2.39
ROAD,801,40,84,4.119,47,29925,11,3.69
ROAD,552,615,39,0.556,51,36435,13,1.21
ROAD,418,57,45,0.434,96,37520,2,1.97
ROAD,889,130,33,0.974,64,15669,8,1.61
ROAD,6,464,16,1.671,60,23923,7,4.06
ROAD,405,46,10,3.62,12,21788,8,1.2
ROAD,110,202,23,1.014,31,5742,8,3.6
ROAD,806,959,12,2.295,35,3632,8,1.24
ROAD,389,379,16,1.552,59,37986,11,1.9
ROAD,870,86,11,4.303,56,25262,16,3.2
ROAD,855,528,56,3.078,19,22513,13,1.44
ROAD,827,200,72,2.324,4,31561,6,4.32
ROAD,696,503,42,0.769,87,47417,17,4.88
ROAD,80,731,37,0.9,48,8446,12,1.58
ROAD,787,42,70,0.295,20,18105,14,4.48
ROAD,678,179,19,3.252,26,7300,3,3.14
ROAD,505,243,41,0.265,79,24928,13,4.66
ROAD,8,665,21,3.851,90,22912,7,2.67
ROAD,114,878,82,1.186,38,49023,5,2.06
ROAD,619,624,41,1.493,87,17507,11,1.32
ROAD,679,655,38,0.599,11,34041,5,3.32
ROAD,432,371,38,4.483,16,37699,1,1.15
ROAD,460,707,77,2.305,14,37984,1,2.31
ROAD,957,33,90,0.62,59,41413,16,4.66
ROAD,423,415,40,3.834,62,40618,14,1.98
ROAD,524,377,46,0.857,50,48256,15,1.64
ROAD,412,479,60,2.398,54,35626,20,2.25
ROAD,774,683,42,3.936,33,43469,1,1.72
ROAD,201,447,9,1.909,3,19853,17,4.53
ROAD,798,474,48,2.474,83,33073,13,4.81
ROAD,49,550,6,4.079,92,20775,9,2.22
ROAD,335,532,77,0.286,19,8891,4,2.45
ROAD,46,650,17,3.806,7,47654,7,3.65
ROAD,253,387,10,3.493,58,9425,15,4.15
ROAD,790,176,42,2.357,26,45963,9,2.26
ROAD,931,611,21,2.314,24,45117,10,4.98
ROAD,490,409,65,3.108,100,15602,2,4.77
ROAD,597,899,38,3.058,12,1976,17,4.82
ROAD,440,558,78,1.846,100,46180,10,1.48
ROAD,342,850,39,2.7,16,31461,19,2.17
ROAD,100,896,8,1.254,3,35582,11,3.91
ROAD,348,758,37,2.568,10,46761,13,2.97
ROAD,676,775,13,2.316,52,4486,1,4.23
ROAD,62,576,32,2.042,51,49341,2,3.69
ROAD,826,185,42,4.15,79,29563,10,2.17
ROAD,18,764,15,0.999,74,18182,1,2.42
ROAD,532,967,4,3.08,96,31302,18,3.9
ROAD,464,3,73,0.266,15,20694,7,4.81
ROAD,870,1,39,0.937,20,11154,20,4.12
ROAD,176,583,16,2.361,40,13414,8,1.81
ROAD,963,889,71,2.746,83,29222,7,4.88
ROAD,65,849,36,0.484,22,3543,14,2.04
ROAD,58,867,12,0.92,46,46982,13,1.38
ROAD,677,570,69,3.048,12,40891,11,2.4
ROAD,111,27,6,3.457,18,1440,5,1.09
ROAD,119,278,37,2.893,45,38675,16,2.56
ROAD,726,118,49,3.175,48,44181,12,2.96
ROAD,155,967,47,0.801,14,48227,16,3.85
ROAD,481,66,28,1.863,79,12119,1,3.72
ROAD,359,725,81,0.76,19,31117,7,1.3
ROAD,328,475,11,3.223,50,13796,4,1.99
ROAD,534,956,83,4.451,36,16769,9,4.7
ROAD,417,926,9,2.36,82,26340,19,4.66
ROAD,389,282,66,2.491,78,22334,2,2.64
ROAD,994,286,82,0.517,73,42616,6,2.02
ROAD,340,628,50,2.454,20,16761,19,3.58
ROAD,198,430,8,2.883,91,28038,15,2.54
ROAD,970,904,76,1.999,29,25292,4,3.38
ROAD,604,320,49,2.83,84,46280,15,2.62
ROAD,502,652,49,2.277,9,9441,17,3.54
ROAD,26,843,65,2.141,36,42720,1,1.89
ROAD,260,611,61,0.291,82,4705,14,4.44
ROAD,59,972,13,2.085,99,40249,19,1.32
ROAD,161,519,21,3.552,0,4352,2,2.59
ROAD,666,538,56,0.753,7,15968,17,4.13
ROAD,91,429,62,2.669,5,20986,3,2.55
ROAD,457,594,69,1.228,50,10337,14,3.44
ROAD,855,767,34,0.218,10,41259,2,2.8
ROAD,377,763,38,3.385,2,41502,11,2.45
ROAD,797,850,83,1.536,64,13934,3,1.18
ROAD,38,844,34,2.712,43,12507,14,1.76
ROAD,892,802,50,0.437,29,21536,2,1.1
ROAD,240,836,7,2.745,89,49748,6,4.49
ROAD,349,886,3,4.433,60,24491,6,4.06
ROAD,785,388,3,2.08,35,44326,11,3.65
ROAD,548,847,72,3.341,46,9670,2,1.66
ROAD,496,203,78,4.3,6,17336,5,4.88
ROAD,454,873,34,3.125,4,14319,4,3.52
ROAD,93,38,19,0.559,75,49622,17,1.7
ROAD,125,748,84,2.979,38,31754,12,4.55
ROAD,967,570,20,3.69,10,2636,14,2.26
ROAD,459,986,60,1.264,80,39777,11,3.25
ROAD,156,815,28,2.521,48,38391,13,1.8
ROAD,359,71,45,0.926,4,32083,6,1.07
ROAD,153,446,86,3.139,38,7214,1,1.38
ROAD,665,850,42,0.904,31,34770,20,2.55
ROAD,329,456,56,1.534,29,15414,14,4.17
ROAD,881,51,52,2.848,71,35142,8,1.65
ROAD,11,284,20,2.598,56,24010,19,1.9
ROAD,559,584,30,3.044,10,36374,15,4.84
ROAD,540,42,64,2.161,65,16599,3,4.48
ROAD,777,857,63,2.71,4,44526,2,3.93
ROAD,406,785,27,1.96,75,42842,11,4.29
ROAD,624,281,7,2.95,72,19687,11,2.03
ROAD,832,267,71,2.678,24,38173,12,2.07
ROAD,916,250,43,0.876,53,40846,3,4.53
ROAD,165,776,58,3.221,56,44387,12,1.57
ROAD,668,86,31,0.272,4,8589,20,1.2
ROAD,822,408,49,3.867,36,12768,10,2.28
ROAD,489,86,24,2.506,40,35530,20,3.34
ROAD,524,82,40,2.618,44,43412,14,2.36
ROAD,626,707,18,2.119,63,22584,11,2.09
ROAD,687,23,30,1.601,61,33604,15,1.69
ROAD,975,806,27,3.743,41,8332,11,4.76
ROAD,361,937,38,0.423,85,17888,14,2.75
ROAD,796,494,7,3.053,94,7074,13,1.93
ROAD,516,638,70,1.694,33,29650,14,2.14
ROAD,77,690,16,4.491,49,22438,8,2.89
ROAD,916,797,64,4.024,1,20174,18,3.94
ROAD,627,523,7,1.69,15,40335,12,1.2
ROAD,49,162,2,2.598,98,28963,20,1.84
ROAD,565,600,79,0.257,54,5530,9,3.06
ROAD,479,746,56,2.37,21,36912,12,3.3
ROAD,976,832,50,3.898,74,40873,12,2.79
ROAD,44,121,57,2.515,9,41571,17,4.89
ROAD,609,519,26,2.839,19,20036,20,1.07
ROAD,55,398,55,4.061,85,10873,4,4.7
ROAD,99,115,81,4.177,84,15882,11,4.75
ROAD,886,577,44,1.757,50,10587,20,3.35
ROAD,164,996,5,3.953,56,34309,6,3.85
ROAD,302,481,29,4.239,69,4479,6,1.96
ROAD,891,104,39,3.963,46,26287,17,4.26
ROAD,631,308,37,3.757,86,22044,13,2.89
ROAD,102,374,54,1.375,21,34140,2,3.07
ROAD,438,761,74,2.471,44,2009,10,1.61
ROAD,464,677,81,0.213,40,33680,16,2.68
ROAD,324,108,52,2.849,26,35012,15,4.88
ROAD,664,516,84,1.626,25,2886,16,1.87
ROAD,877,218,89,2.247,91,11785,2,3.28
ROAD,243,80,55,2.912,27,21555,17,3
ROAD,149,522,90,0.207,78,17484,3,4.58
ROAD,459,640,39,0.56,95,1404,4,3.31
ROAD,793,649,45,3.297,58,31941,11,2.84
ROAD,406,236,69,1.129,22,14758,8,1.45
ROAD,832,633,9,1.424,10,46720,15,2.2
ROAD,944,754,87,1.307,95,4632,9,1.03
ROAD,257,456,73,3.683,85,3118,4,1.22
ROAD,845,780,3,3.84,32,27149,12,3.51
ROAD,694,754,67,1.507,2,47937,2,4.6
ROAD,369,666,16,2.86,93,42303,4,1.6
ROAD,558,456,10,0.677,0,48567,9,2.58
ROAD,525,529,12,2.421,26,12827,10,3.06
ROAD,370,900,9,4.245,58,19274,8,3.57
ROAD,683,913,88,3.668,62,15439,2,2.65
ROAD,370,964,56,3.197,30,38646,4,1.31
ROAD,734,245,87,2.076,38,17018,8,3.91
ROAD,339,725,46,3.832,23,20016,8,2.46
ROAD,757,531,71,2.166,98,8102,13,2.91
ROAD,895,256,70,3.193,31,29627,17,1.77
ROAD,511,524,67,0.493,28,11533,7,3.69
ROAD,628,800,26,0.987,77,18195,17,2.89
ROAD,908,609,7,1.943,61,36268,9,4.97
ROAD,668,969,89,4.06,81,36515,5,3.21
ROAD,130,63,25,1.495,35,16039,7,2.27
ROAD,207,321,66,3.752,68,36556,8,2.55
ROAD,911,447,55,0.207,53,41470,19,2.65
ROAD,742,208,33,1.075,63,36154,5,4.6
ROAD,764,555,25,0.258,34,37499,2,1.5
ROAD,507,95,74,2.89,19,29297,1,3.43
ROAD,19,510,59,3.402,29,510,10,4.54
ROAD,886,611,37,1.894,41,40360,15,1.66
ROAD,72,97,7,3.938,87,43131,11,2.7
ROAD,505,800,15,1.3,53,45039,19,1.32
ROAD,994,905,23,0.217,67,3290,3,4.15
ROAD,868,601,79,3.325,80,42872,13,3.88
ROAD,372,380,33,1.58,75,32829,16,2.28
ROAD,801,335,61,0.229,14,41618,18,4.06
ROAD,876,80,18,2.312,35,37189,3,3.25
ROAD,706,325,75,3.146,34,40524,15,1.54
ROAD,492,937,56,4.453,86,27653,19,1.98
ROAD,129,539,58,1.323,92,14382,15,2.18
ROAD,959,171,36,3.981,93,12356,7,4.13
ROAD,580,465,51,1.069,73,28180,9,1.82
ROAD,10,660,89,0.354,38,16232,1,2.62
ROAD,667,364,74,3.708,36,38977,4,3.9
ROAD,10,644,50,1.012,72,23439,9,4.68
ROAD,329,148,12,0.733,37,40916,2,4.33
ROAD,736,344,58,4.19,16,20230,8,1.25
ROAD,781,823,62,3.603,73,29566,17,3.15
ROAD,169,239,37,0.539,41,4807,8,1.47
ROAD,481,10,65,2.714,81,33567,10,3.94
ROAD,355,989,41,3.619,43,36693,10,2.79
ROAD,976,991,11,1.367,86,9054,1,4.37
ROAD,98,762,86,1.705,15,2982,17,4.02
ROAD,923,959,3,1.379,97,6373,9,2.23
ROAD,895,480,61,2.65,61,36252,8,1.59
ROAD,318,839,5,1.101,53,10960,7,2.85
ROAD,970,720,81,0.535,98,11791,15,1.25
ROAD,2,754,26,4.458,99,11587,6,3.98
ROAD,941,782,26,0.5,4,10857,2,4.35
ROAD,46,235,76,1.353,70,7789,17,1.51
ROAD,440,790,70,1.154,37,11092,17,1.68
ROAD,367,257,57,2.378,82,12000,10,3.63
ROAD,530,674,57,1.802,94,42839,17,1.78
ROAD,497,600,39,3.511,61,16432,6,1.5
ROAD,892,668,59,2.314,66,9492,7,4.48
ROAD,258,450,48,2.673,86,41499,16,3.16
ROAD,551,37,6,1.492,37,25907,2,2.74
ROAD,66,947,36,0.235,41,24357,11,1.12
ROAD,711,358,54,3.699,58,35054,12,2.17
ROAD,872,750,2,2.438,76,7194,16,3.69
ROAD,145,283,74,3.952,99,29174,19,1.66
ROAD,117,120,67,2.194,88,13160,5,1.09
ROAD,980,283,48,0.443,14,4764,14,4.08
ROAD,986,41,49,3.827,95,29276,15,3.1
ROAD,602,222,71,3.493,49,24259,3,4.43
ROAD,888,695,28,4.26,3,25458,6,4.21
ROAD,413,634,56,3.682,55,43030,19,3.66
ROAD,819,333,68,1.014,19,19886,4,4.92
ROAD,665,734,5,4.474,23,1716,3,2.52
ROAD,152,280,57,1.638,72,39055,12,3.12
ROAD,674,565,6,0.4,95,35891,13,1.09
ROAD,447,311,24,0.308,29,5982,1,3.63
ROAD,175,233,19,1.848,14,48067,8,2.98
ROAD,881,228,66,3.574,25,12253,1,4.33
ROAD,730,255,16,3.712,54,29637,17,4.23
ROAD,293,103,15,0.886,40,45482,18,2.31
ROAD,424,13,72,0.292,26,42219,6,4.67
ROAD,432,533,10,3.174,36,47227,12,1.44
ROAD,940,213,24,1.844,31,16376,20,3.12
ROAD,136,557,46,1.998,80,49970,17,3.37
ROAD,646,765,34,2.006,0,18390,6,1.58
ROAD,841,380,24,0.274,69,43823,2,1.81
ROAD,819,626,82,3.558,49,17368,20,2.72
ROAD,197,210,7,4.119,63,12197,9,1.93
ROAD,741,269,5,0.644,15,39820,9,3.22
ROAD,151,509,61,2.217,35,34993,8,1.11
ROAD,474,616,30,3.771,83,20389,4,2.37
ROAD,783,599,15,1.867,13,33646,18,4
ROAD,277,643,89,2.716,24,29080,4,3.14
ROAD,566,697,34,2.83,10,4412,5,4.26
ROAD,652,670,39,2.361,82,47023,6,1.49
ROAD,201,626,62,2.865,32,14377,3,2.45
ROAD,580,862,34,0.694,36,3564,2,4.37
ROAD,654,835,70,2.458,8,29086,5,4.94
ROAD,365,733,30,0.263,94,44498,2,4.24
ROAD,437,163,67,3.027,60,39763,11,4.17
ROAD,789,935,66,1.95,1,20227,4,1.51
ROAD,393,409,33,2.517,30,9048,16,4.6
ROAD,542,573,53,3.675,8,49187,16,1.49
ROAD,368,183,65,3.669,75,39583,17,1.07
ROAD,215,182,27,3.426,68,2939,3,3.23
ROAD,263,462,8,1.468,71,46427,16,3.09
ROAD,111,248,75,3.472,81,15617,18,1.02
ROAD,30,184,78,1.764,58,15300,2,4
ROAD,749,343,55,3.274,64,29368,20,3.6
ROAD,944,119,5,0.825,91,2024,5,4.3
ROAD,644,725,35,4.263,20,25288,20,1.44
ROAD,868,628,31,0.218,29,5178,1,1.52
ROAD,233,574,32,1.801,60,27282,12,3.8
ROAD,106,912,76,0.603,46,23676,18,4.84
ROAD,526,754,84,4.216,12,44185,12,4.67
ROAD,609,842,40,1.644,57,33434,19,4.33
ROAD,713,737,74,3.222,83,25425,5,2.79
ROAD,465,638,22,2.461,55,40936,9,1.79
ROAD,894,661,74,0.319,24,46231,3,3.86
ROAD,46,412,3,1.759,10,13180,6,1.53
ROAD,980,992,43,2.506,87,30329,11,2.51
ROAD,235,55,36,2.036,49,13166,9,1.24
ROAD,250,568,37,3.735,22,27181,7,4.09
ROAD,178,5,33,0.732,60,3374,17,1.02
ROAD,10,909,27,3.287,42,40607,10,2.63
ROAD,597,107,34,1.426,72,32658,18,2.68
ROAD,879,808,85,3.768,22,2713,19,3.31
ROAD,465,131,78,1.35,33,16088,19,1.99
ROAD,347,424,41,2.737,77,9137,19,3.59
ROAD,733,65,87,2.859,95,10667,6,4.78
ROAD,913,395,81,2.135,49,13963,11,4.55
ROAD,535,344,6,3,4,41613,4,1.8
ROAD,692,863,37,2.438,90,30581,4,2.79
ROAD,708,56,63,1.374,14,11483,13,4.75
ROAD,603,866,86,2.502,49,14293,12,1.97
ROAD,161,10,48,3.232,11,48802,20,1.58
ROAD,710,708,7,0.399,84,13702,17,1.84
ROAD,843,998,3,2.037,66,19101,15,1.73
ROAD,354,634,51,0.736,26,15489,1,1.92
ROAD,808,501,9,3.743,45,47381,20,2.79
ROAD,224,574,40,3.532,35,24580,13,3.33
ROAD,469,237,56,3.439,67,21608,18,4.02
ROAD,960,515,56,2.974,41,24905,17,3.05
ROAD,783,193,54,0.23,7,7209,10,2.4
ROAD,562,466,46,1.736,4,27161,10,2.22
ROAD,907,665,65,0.485,96,19472,14,2.47
ROAD,479,637,13,0.764,83,38232,10,2.23
ROAD,459,317,26,0.803,14,19017,20,4.4
ROAD,879,284,63,1.818,8,43525,10,4.96
ROAD,291,936,11,3.193,41,3239,4,2.55
ROAD,631,895,61,4.444,15,22624,3,3.78
ROAD,694,895,37,1.431,45,3689,18,2.65
ROAD,423,865,41,1.009,41,30170,14,2.59
ROAD,437,323,55,4.303,38,14518,4,2.45
ROAD,88,530,72,3.215,53,20440,16,2.51
ROAD,610,207,84,3.103,64,15629,16,2.55
ROAD,964,504,23,1.655,2,8958,3,1.88
ROAD,160,533,55,1.903,1,21221,6,1.08
ROAD,631,634,59,0.753,41,5522,18,4.12
ROAD,742,255,2,0.481,38,18322,14,4.74
ROAD,85,631,12,1.849,2,46145,1,2.68
ROAD,110,466,73,4.356,50,40667,10,3.11
ROAD,750,95,44,2.043,84,18648,2,2.88
ROAD,814,272,34,2.102,10,16623,17,4.12
ROAD,662,346,89,2.099,45,13540,1,3.68
ROAD,326,797,80,3.987,38,27294,8,1.03
ROAD,358,880,14,2.824,38,43983,7,3.68
ROAD,823,845,35,0.44,8,39976,5,3.59
ROAD,777,887,43,2.733,28,18644,13,1.31
ROAD,657,726,7,1.674,43,9941,12,2.28
ROAD,536,11,20,0.228,11,34834,18,3.43
ROAD,981,691,19,1.587,74,26257,18,3.03
ROAD,670,315,24,1.792,29,22927,6,4.23
ROAD,240,602,76,1.472,88,38932,5,2.97
ROAD,195,527,84,4.127,87,4075,4,3.43
ROAD,880,10,58,2.085,35,10987,13,4.24
ROAD,167,853,63,3.326,24,8647,6,3.9
ROAD,75,858,28,1.694,96,31996,2,4.87
ROAD,931,491,1,3.589,75,42969,14,2.97
ROAD,391,844,6,3.747,3,6240,8,4.5
ROAD,354,642,13,2.972,69,41261,13,4.97
ROAD,695,753,29,1.234,88,9592,10,1.2
ROAD,625,12,2,0.362,72,21850,3,4.79
ROAD,700,881,24,1.693,72,20593,18,1.66
ROAD,438,404,23,2.013,61,42353,20,2.58
ROAD,366,830,69,0.968,30,15654,7,1.08
ROAD,103,139,36,3.597,58,21861,10,2.43
ROAD,172,316,5,3.356,4,673,18,4.94
ROAD,365,247,48,0.603,42,25531,12,2.79
ROAD,644,430,68,4.232,78,25096,2,4.23
ROAD,102,516,80,1.776,52,48389,20,2.67
ROAD,924,718,31,2,69,18710,2,3.54
ROAD,746,243,90,0.495,27,31008,4,1.72
ROAD,936,334,77,1.463,82,30748,3,2.02
ROAD,409,342,22,4.369,11,11747,16,4.72
ROAD,269,761,55,3.059,22,11638,4,2.36
ROAD,604,167,62,3.204,74,25312,16,3.93
ROAD,640,309,21,1.626,43,26462,4,1.55
ROAD,516,156,90,1.023,35,29688,8,2.38
ROAD,947,422,47,4.143,85,6171,11,3.72
ROAD,357,747,49,0.75,69,16685,9,3.2
ROAD,976,193,1,4.393,86,7318,8,3.35
ROAD,764,324,44,4.313,66,40668,13,4.39
ROAD,360,95,13,1.95,2,35866,12,1.66
ROAD,151,146,81,4.017,54,40979,7,1.18
ROAD,718,592,25,0.67,79,17177,13,2.7
ROAD,171,797,14,0.814,4,27364,19,2.33
ROAD,349,34,22,1.111,12,21328,7,4.37
ROAD,702,938,71,3.268,71,28563,14,4.71
ROAD,980,247,48,1.056,94,20647,12,2.72
ROAD,588,973,62,1.194,65,46415,2,2.63
ROAD,364,624,4,1.096,37,33481,8,1.38
ROAD,908,806,11,2.687,53,18185,16,1.55
ROAD,651,796,31,2.394,88,45613,4,1.32
ROAD,196,527,10,3.967,87,15953,10,4.55
ROAD,89,604,10,3.691,40,43951,7,3.49
ROAD,488,498,90,1.167,48,33077,12,2.41
ROAD,729,922,22,2.757,84,35267,18,4.73
ROAD,184,705,86,4.161,53,45282,5,4.43
ROAD,600,902,61,1.456,83,26473,19,3.05
ROAD,483,721,56,0.454,49,11307,17,3.58
ROAD,10,375,38,2.588,68,2124,7,2.22
ROAD,847,200,69,0.548,48,37715,13,2.25
ROAD,710,726,67,2.348,2,6096,2,3.01
ROAD,185,286,37,2.074,21,32008,8,3.47
ROAD,33,266,89,3.911,39,3635,4,3.44
ROAD,330,367,88,1.437,20,10824,3,4.41
ROAD,726,364,48,4.081,23,36400,7,3.39
ROAD,77,17,69,0.882,95,42683,7,4.43
ROAD,451,546,55,3.795,9,6228,2,3.22
ROAD,851,588,37,1.197,96,23763,14,4.9
ROAD,848,699,33,2.976,77,24883,9,1.43
ROAD,787,895,3,4.425,12,33899,17,3.46
ROAD,921,185,32,2.347,7,9322,13,3.46
ROAD,731,350,15,3.467,27,48029,16,3.75
ROAD,407,90,10,0.803,17,15986,17,3.76
ROAD,601,435,51,0.627,41,41746,8,1.44
ROAD,662,74,57,1.639,66,29284,6,1.03
ROAD,14,336,72,2.008,26,7381,20,4.79
ROAD,565,432,55,2.043,78,38398,9,4.87
ROAD,260,533,65,4.427,72,16298,7,2.31
ROAD,36,530,46,4.354,99,20064,14,4.58
ROAD,884,944,3,1.055,39,49725,9,1.92
ROAD,635,325,23,4.421,74,47723,4,2.1
ROAD,875,216,63,3.982,5,17568,20,3.77
ROAD,854,111,4,2.279,52,43709,19,2.84
