command,u,v,transport_cost,line_capacity,item_id,source_x,source_y,mass,energy_density,pickup_cost,digester_id,time_slot,timeslot_capacity,extra
FEED,,,,,1458,362.982,226.103,219.227,4.597,134.42,16,17,,
FEED,,,,,1459,203.456,446.737,437.299,3.666,45.2,6,7,,
FEED,,,,,1460,304.87,149.519,276.919,3.956,55.41,14,5,,
FEED,,,,,1461,62.994,669.398,75.233,2.717,96.14,7,10,,
FEED,,,,,1462,943.723,191.411,445.341,0.878,190.37,9,14,,
FEED,,,,,1463,318.552,247.552,54.785,2.277,158.66,1,6,,
FEED,,,,,1464,431.634,499.492,499.073,2.449,42.84,12,21,,
FEED,,,,,1465,555.051,29.54,205.842,3.908,171.36,14,13,,
FEED,,,,,1466,353.24,742.499,380.17,2.503,8.81,1,17,,
FEED,,,,,1467,367.071,335.703,487.533,3.793,194.97,6,1,,
FEED,,,,,1468,92.766,92.968,217.176,1.752,111.57,0,18,,
FEED,,,,,1469,57.671,431.116,260.117,2.979,156.67,17,4,,
FEED,,,,,1470,716.679,532.972,47.802,0.356,10.64,14,23,,
FEED,,,,,1471,872.234,858.315,326.436,2.109,34.65,0,7,,
FEED,,,,,1472,139.613,113.098,211.913,0.966,5.42,17,18,,
FEED,,,,,1473,730.533,403.35,198.931,3.542,60.03,11,6,,
FEED,,,,,1474,909.81,248.08,225.71,0.997,109.1,16,17,,
FEED,,,,,1475,216.872,391.505,323.381,2.787,87.74,5,17,,
FEED,,,,,1476,458.445,24.38,260.345,3.998,36.32,3,16,,
FEED,,,,,1477,295.683,884.944,121.471,1.372,26.33,3,6,,
FEED,,,,,1478,463.669,874.065,336.438,2.763,37.99,17,8,,
FEED,,,,,1479,508.789,964.58,264.673,0.655,66.99,19,17,,
FEED,,,,,1480,370.836,787.771,445.836,3.525,41.99,11,22,,
FEED,,,,,1481,270.859,392.832,367.542,4.714,72.58,9,2,,
FEED,,,,,1482,239.266,650.302,337.27,3.426,77.82,0,14,,
FEED,,,,,1483,953.362,935.02,342.585,4.409,147.53,11,11,,
FEED,,,,,1484,755.938,501.611,340.175,3.043,79.28,1,0,,
FEED,,,,,1485,981.881,190.681,277.692,4.03,176.0,5,21,,
FEED,,,,,1486,340.826,773.21,125.959,0.152,154.44,2,15,,
FEED,,,,,1487,560.44,614.188,153.962,2.105,139.15,17,9,,
FEED,,,,,1488,395.401,6.436,42.49,3.594,112.18,15,9,,
FEED,,,,,1489,927.621,382.043,294.723,2.333,5.34,0,18,,
FEED,,,,,1490,889.53,797.99,308.141,2.319,84.67,8,8,,
FEED,,,,,1491,291.178,852.395,221.273,3.282,49.61,18,10,,
FEED,,,,,1492,325.18,202.676,287.892,1.363,112.24,18,5,,
FEED,,,,,1493,259.63,440.099,65.332,4.701,16.62,15,6,,
FEED,,,,,1494,201.567,588.112,390.365,3.796,26.94,6,2,,
FEED,,,,,1495,311.301,277.903,356.462,3.959,79.57,12,23,,
FEED,,,,,1496,127.706,923.772,72.626,4.202,21.34,0,0,,
FEED,,,,,1497,494.162,449.576,362.582,1.862,150.51,18,18,,
FEED,,,,,1498,641.233,225.034,269.441,4.674,192.72,4,4,,
FEED,,,,,1499,301.344,231.09,85.035,0.812,17.92,13,18,,
FEED,,,,,1500,342.43,357.981,358.848,4.012,93.02,0,15,,
FEED,,,,,1501,607.259,947.784,40.378,3.654,62.08,7,11,,
FEED,,,,,1502,202.844,281.386,450.18,3.628,22.42,7,3,,
FEED,,,,,1503,567.359,257.343,304.83,2.913,198.81,4,11,,
FEED,,,,,1504,128.7,939.467,424.493,3.55,141.33,19,6,,
FEED,,,,,1505,785.358,804.123,350.399,1.034,91.72,0,16,,
FEED,,,,,1506,964.421,871.896,272.513,0.275,60.2,16,21,,
FEED,,,,,1507,889.726,659.593,474.272,4.903,138.84,7,7,,
FEED,,,,,1508,631.777,352.222,69.302,0.425,49.47,2,14,,
FEED,,,,,1509,833.807,594.867,143.883,2.958,197.65,15,17,,
FEED,,,,,1510,370.845,99.214,88.887,1.956,130.15,1,12,,
FEED,,,,,1511,886.468,188.744,60.985,1.602,29.6,19,8,,
FEED,,,,,1512,917.337,621.788,486.467,2.775,73.17,1,21,,
FEED,,,,,1513,592.385,945.399,394.811,3.144,28.61,5,5,,
FEED,,,,,1514,900.4,708.033,253.546,0.602,193.52,12,17,,
FEED,,,,,1515,477.804,486.217,127.167,0.492,132.87,14,19,,
FEED,,,,,1516,814.092,163.069,206.658,3.705,121.88,15,17,,
FEED,,,,,1517,522.044,962.754,436.87,4.856,113.79,0,10,,
FEED,,,,,1518,194.537,12.238,293.582,4.318,149.7,3,21,,
FEED,,,,,1519,966.028,340.429,455.93,0.53,86.33,18,14,,
FEED,,,,,1520,180.762,950.743,256.379,4.313,161.55,19,7,,
FEED,,,,,1521,436.194,142.919,448.579,2.608,49.86,7,5,,
FEED,,,,,1522,826.696,153.452,306.2,0.4,117.4,9,17,,
FEED,,,,,1523,866.779,79.014,218.202,2.851,162.8,17,10,,
FEED,,,,,1524,543.025,428.477,48.519,3.081,5.49,16,23,,
FEED,,,,,1525,392.748,103.785,360.28,3.478,41.2,0,14,,
FEED,,,,,1526,200.887,726.091,152.747,2.885,76.57,15,8,,
FEED,,,,,1527,310.563,738.386,423.944,4.411,196.55,7,1,,
FEED,,,,,1528,492.868,950.983,184.028,4.109,175.4,2,21,,
FEED,,,,,1529,658.259,185.673,23.404,0.133,6.51,15,3,,
FEED,,,,,1530,523.836,451.224,211.137,0.68,41.32,17,6,,
FEED,,,,,1531,4.675,259.642,439.949,3.38,132.13,19,6,,
FEED,,,,,1532,897.889,97.327,127.795,3.401,181.36,15,13,,
FEED,,,,,1533,956.187,888.37,482.413,4.982,107.78,12,12,,
FEED,,,,,1534,815.951,16.154,369.636,1.686,121.47,13,10,,
FEED,,,,,1535,257.92,54.779,445.066,4.447,91.27,3,2,,
FEED,,,,,1536,31.724,699.58,39.555,1.572,23.44,8,2,,
FEED,,,,,1537,825.698,815.506,364.399,0.135,13.54,0,2,,
FEED,,,,,1538,857.885,499.17,28.936,0.977,42.06,10,10,,
FEED,,,,,1539,490.774,925.533,454.749,4.165,140.52,9,2,,
FEED,,,,,1540,776.35,736.637,142.182,1.799,169.99,6,3,,
FEED,,,,,1541,281.556,37.665,37.807,1.242,41.37,8,12,,
FEED,,,,,1542,778.544,930.965,291.475,3.113,141.61,10,20,,
FEED,,,,,1543,42.697,351.734,176.162,2.908,188.99,12,3,,
FEED,,,,,1544,734.401,471.555,329.606,2.894,146.82,12,22,,
FEED,,,,,1545,779.366,474.751,77.436,4.003,29.31,13,9,,
FEED,,,,,1546,221.813,421.647,474.491,4.519,21.59,19,2,,
FEED,,,,,1547,165.229,869.76,76.383,2.227,166.3,13,6,,
FEED,,,,,1548,778.337,229.818,281.966,2.022,57.04,19,19,,
FEED,,,,,1549,730.338,729.54,77.487,2.875,144.26,6,9,,
FEED,,,,,1550,365.277,424.926,294.77,4.701,165.9,6,4,,
FEED,,,,,1551,542.552,932.852,467.373,4.823,147.91,10,7,,
FEED,,,,,1552,575.266,387.645,172.48,3.721,134.41,2,9,,
FEED,,,,,1553,160.763,540.743,159.647,1.203,143.78,0,23,,
FEED,,,,,1554,279.525,249.515,322.726,2.765,96.97,13,14,,
FEED,,,,,1555,540.602,658.618,396.925,4.367,161.85,7,21,,
FEED,,,,,1556,288.308,800.375,461.401,0.576,112.92,6,17,,
FEED,,,,,1557,780.673,757.151,72.409,3.785,110.07,14,6,,
FEED,,,,,1558,181.11,571.884,255.28,0.76,162.26,13,14,,
FEED,,,,,1559,163.53,177.697,458.712,4.154,135.4,0,12,,
FEED,,,,,1560,654.464,739.25,474.033,0.552,100.31,18,10,,
FEED,,,,,1561,324.151,6.359,122.151,2.746,159.72,11,9,,
FEED,,,,,1562,25.186,82.289,222.49,2.521,180.55,19,2,,
FEED,,,,,1563,831.375,4.049,37.559,3.105,21.22,18,15,,
FEED,,,,,1564,543.706,111.345,495.782,0.99,186.4,13,11,,
FEED,,,,,1565,159.813,199.508,99.411,3.182,59.92,15,20,,
FEED,,,,,1566,617.764,289.196,43.242,4.243,157.86,13,16,,
FEED,,,,,1567,233.539,559.438,146.69,1.955,152.01,8,1,,
FEED,,,,,1568,861.319,721.131,373.134,1.096,118.56,14,3,,
FEED,,,,,1569,795.327,597.106,188.106,2.073,8.15,19,16,,
FEED,,,,,1570,987.355,327.82,122.965,4.086,142.33,11,19,,
FEED,,,,,1571,859.78,965.659,19.647,0.562,83.31,3,12,,
FEED,,,,,1572,418.466,38.615,276.096,1.591,193.77,18,12,,
FEED,,,,,1573,661.199,518.644,197.896,4.843,179.46,0,2,,
FEED,,,,,1574,309.497,245.116,255.985,1.835,161.79,4,3,,
FEED,,,,,1575,438.048,625.011,318.896,0.68,61.82,9,23,,
FEED,,,,,1576,172.433,250.181,409.174,4.633,163.31,11,21,,
FEED,,,,,1577,419.847,838.01,39.381,0.834,42.18,2,10,,
FEED,,,,,1578,928.536,711.743,495.812,4.531,25.39,3,15,,
FEED,,,,,1579,253.522,331.647,290.318,1.515,114.04,1,10,,
FEED,,,,,1580,683.372,346.341,51.237,1.153,169.86,14,5,,
FEED,,,,,1581,851.173,952.424,273.792,4.541,161.63,8,14,,
FEED,,,,,1582,303.831,260.141,191.488,2.394,195.11,8,8,,
FEED,,,,,1583,115.994,662.648,49.122,1.967,7.47,11,13,,
FEED,,,,,1584,26.531,521.724,406.658,3.441,9.11,5,23,,
FEED,,,,,1585,628.147,445.294,280.278,1.941,138.24,2,7,,
FEED,,,,,1586,160.526,421.206,383.992,0.611,169.27,1,15,,
FEED,,,,,1587,786.639,114.977,294.472,4.095,149.66,5,21,,
FEED,,,,,1588,927.344,614.076,162.129,2.248,186.21,3,7,,
FEED,,,,,1589,788.715,683.143,63.587,4.486,95.73,15,4,,
FEED,,,,,1590,549.722,568.227,129.155,4.026,43.8,8,16,,
FEED,,,,,1591,108.752,516.961,325.671,4.092,38.99,6,5,,
FEED,,,,,1592,861.269,454.44,80.141,2.253,22.68,6,5,,
FEED,,,,,1593,210.75,398.155,310.921,2.328,85.56,16,9,,
FEED,,,,,1594,565.994,670.276,236.461,0.815,109.27,10,11,,
FEED,,,,,1595,523.32,488.444,52.36,1.104,9.37,2,20,,
FEED,,,,,1596,737.951,639.246,237.466,3.059,191.87,6,12,,
FEED,,,,,1597,456.835,239.511,203.013,2.947,24.38,14,19,,
FEED,,,,,1598,517.41,860.154,434.298,3.685,186.31,10,20,,
FEED,,,,,1599,394.828,846.612,56.245,0.593,92.75,6,14,,
FEED,,,,,1600,317.038,487.049,24.978,1.425,145.14,0,23,,
FEED,,,,,1601,285.532,868.658,478.799,3.607,35.07,7,4,,
FEED,,,,,1602,55.409,86.724,451.93,0.926,130.89,1,1,,
FEED,,,,,1603,788.399,278.658,464.957,1.98,36.68,2,10,,
FEED,,,,,1604,922.719,264.161,44.181,4.768,169.1,18,11,,
FEED,,,,,1605,711.828,798.259,97.03,2.995,71.55,0,9,,
FEED,,,,,1606,255.735,147.712,386.966,2.49,199.55,14,14,,
FEED,,,,,1607,446.76,330.887,96.204,1.858,127.52,7,18,,
FEED,,,,,1608,691.05,712.043,355.756,0.771,157.68,6,16,,
FEED,,,,,1609,167.667,432.944,88.522,1.092,91.44,19,13,,
FEED,,,,,1610,520.104,492.597,440.893,2.663,139.41,13,18,,
FEED,,,,,1611,74.489,492.058,80.933,0.869,51.9,8,14,,
FEED,,,,,1612,355.119,303.712,64.254,2.857,188.61,9,8,,
FEED,,,,,1613,284.741,860.672,304.642,1.138,105.16,17,15,,
FEED,,,,,1614,86.089,94.606,80.169,2.2,104.08,13,0,,
FEED,,,,,1615,317.329,591.805,211.019,1.993,28.54,9,14,,
FEED,,,,,1616,846.571,821.526,10.12,0.895,45.29,9,9,,
FEED,,,,,1617,454.205,457.765,380.586,2.905,109.78,1,14,,
FEED,,,,,1618,722.27,991.171,489.56,2.403,102.97,12,0,,
FEED,,,,,1619,559.613,81.586,412.653,2.999,169.75,2,18,,
FEED,,,,,1620,410.633,25.232,452.462,0.742,100.52,18,2,,
FEED,,,,,1621,74.782,335.038,303.157,4.971,59.75,3,9,,
FEED,,,,,1622,240.336,861.905,41.156,4.345,140.67,11,9,,
FEED,,,,,1623,237.264,289.087,200.54,1.766,72.86,12,17,,
FEED,,,,,1624,484.948,139.711,267.804,0.269,77.55,10,3,,
FEED,,,,,1625,775.584,701.755,81.446,1.708,80.06,14,7,,
FEED,,,,,1626,406.342,377.951,42.26,0.894,38.76,18,13,,
FEED,,,,,1627,300.312,3.077,189.976,0.378,113.98,2,17,,
FEED,,,,,1628,635.825,210.598,339.53,3.051,142.91,2,5,,
FEED,,,,,1629,396.346,338.718,199.375,0.402,33.34,12,15,,
FEED,,,,,1630,625.872,638.293,93.394,2.797,68.92,8,12,,
FEED,,,,,1631,305.76,462.951,178.194,4.66,138.54,15,4,,
FEED,,,,,1632,835.232,827.424,342.567,0.264,132.56,11,21,,
FEED,,,,,1633,321.241,522.974,21.697,1.11,176.7,10,7,,
FEED,,,,,1634,947.1,782.713,150.52,4.954,63.95,12,2,,
FEED,,,,,1635,348.241,517.346,219.574,0.464,147.8,11,19,,
FEED,,,,,1636,299.52,539.756,398.272,1.749,188.03,14,4,,
FEED,,,,,1637,339.078,385.828,253.498,1.826,184.43,12,21,,
FEED,,,,,1638,915.108,574.249,216.237,3.174,190.29,14,3,,
FEED,,,,,1639,814.638,926.287,48.617,3.053,135.5,7,15,,
FEED,,,,,1640,284.556,624.789,366.797,4.962,150.7,5,15,,
FEED,,,,,1641,599.161,291.762,79.699,3.96,150.38,9,16,,
FEED,,,,,1642,979.124,3.487,145.202,1.988,89.27,1,20,,
FEED,,,,,1643,141.32,228.685,437.783,2.157,130.83,12,6,,
FEED,,,,,1644,192.049,636.451,125.554,3.686,119.06,16,11,,
FEED,,,,,1645,642.071,945.967,12.797,4.265,39.96,17,23,,
FEED,,,,,1646,912.991,851.763,324.656,0.472,55.6,12,8,,
FEED,,,,,1647,255.442,629.428,196.431,0.989,10.26,15,9,,
FEED,,,,,1648,546.79,334.556,51.69,3.713,79.81,2,12,,
FEED,,,,,1649,125.95,608.813,233.995,0.913,60.68,18,9,,
FEED,,,,,1650,130.901,986.903,331.407,4.865,28.14,8,8,,
FEED,,,,,1651,377.051,976.133,472.096,1.724,19.8,9,7,,
FEED,,,,,1652,100.659,319.992,179.834,3.074,161.09,14,3,,
FEED,,,,,1653,63.184,422.036,344.149,2.678,68.73,5,23,,
FEED,,,,,1654,682.454,250.809,92.262,2.976,51.69,12,6,,
FEED,,,,,1655,75.329,337.419,127.667,1.759,170.87,5,18,,
FEED,,,,,1656,791.993,430.486,54.845,3.979,33.38,6,15,,
FEED,,,,,1657,506.8,962.102,87.273,3.003,183.91,17,2,,
FEED,,,,,1658,666.612,946.3,160.433,2.92,115.85,16,1,,
FEED,,,,,1659,647.603,533.065,281.233,1.04,47.78,14,0,,
FEED,,,,,1660,34.367,302.458,51.155,3.785,112.47,0,15,,
FEED,,,,,1661,146.976,295.043,193.301,1.977,10.28,2,20,,
FEED,,,,,1662,540.878,335.132,386.211,4.479,6.23,5,9,,
FEED,,,,,1663,52.836,321.235,381.555,0.503,78.07,12,22,,
FEED,,,,,1664,204.407,573.793,166.202,3.778,154.09,12,2,,
FEED,,,,,1665,441.707,347.881,416.229,2.869,16.43,6,18,,
FEED,,,,,1666,511.998,614.326,116.533,3.326,147.51,4,3,,
FEED,,,,,1667,750.758,609.734,261.901,4.259,47.81,0,11,,
FEED,,,,,1668,165.567,855.041,145.832,4.035,190.59,18,16,,
FEED,,,,,1669,478.413,995.316,321.104,3.755,170.84,0,13,,
FEED,,,,,1670,949.823,749.715,164.125,3.326,98.41,10,13,,
FEED,,,,,1671,450.926,696.672,489.807,3.691,143.89,15,3,,
FEED,,,,,1672,464.051,812.297,439.608,0.405,159.75,9,15,,
FEED,,,,,1673,346.96,41.269,451.15,3.223,29.96,12,10,,
FEED,,,,,1674,142.796,642.014,195.364,0.106,98.26,11,17,,
FEED,,,,,1675,521.497,886.858,237.339,2.583,83.27,4,23,,
FEED,,,,,1676,847.26,264.521,324.447,2.574,92.71,0,4,,
FEED,,,,,1677,103.976,861.219,464.024,0.778,197.56,11,22,,
FEED,,,,,1678,6.93,813.445,186.003,4.136,86.67,19,11,,
FEED,,,,,1679,141.681,765.568,325.007,2.728,151.3,2,19,,
FEED,,,,,1680,459.456,888.781,51.967,3.34,108.01,12,6,,
FEED,,,,,1681,450.841,328.913,209.717,3.094,59.01,1,0,,
FEED,,,,,1682,683.203,104.751,322.845,1.515,45.04,19,9,,
FEED,,,,,1683,323.604,566.684,286.02,4.157,11.77,4,10,,
FEED,,,,,1684,670.705,994.438,141.265,3.178,14.8,3,12,,
FEED,,,,,1685,183.328,806.949,333.552,3.539,66.58,11,16,,
FEED,,,,,1686,664.441,9.031,37.015,1.077,52.6,5,17,,
FEED,,,,,1687,462.453,731.548,15.778,3.016,191.36,1,11,,
FEED,,,,,1688,169.004,564.157,359.447,2.829,187.96,11,4,,
FEED,,,,,1689,304.105,395.622,346.158,2.076,30.71,0,19,,
FEED,,,,,1690,727.576,47.483,288.423,4.084,104.46,17,7,,
FEED,,,,,1691,837.252,52.929,445.026,1.303,74.02,4,23,,
FEED,,,,,1692,390.226,850.057,404.742,1.499,119.35,4,8,,
FEED,,,,,1693,868.988,107.65,389.988,0.295,18.62,1,22,,
FEED,,,,,1694,240.921,700.229,453.451,4.628,33.39,8,7,,
FEED,,,,,1695,648.256,730.0,481.361,1.448,183.57,16,22,,
FEED,,,,,1696,985.798,384.358,35.551,1.45,105.91,18,12,,
FEED,,,,,1697,295.813,551.849,443.227,3.358,184.53,14,11,,
FEED,,,,,1698,564.461,772.106,401.04,3.637,65.21,16,8,,
FEED,,,,,1699,455.001,537.934,264.303,3.856,79.49,16,23,,
FEED,,,,,1700,602.989,384.218,389.477,2.12,47.21,16,10,,
FEED,,,,,1701,64.773,209.85,424.249,1.671,113.76,15,17,,
FEED,,,,,1702,627.394,8.82,366.595,0.2,197.33,9,18,,
FEED,,,,,1703,457.849,338.351,369.215,4.229,21.46,10,1,,
FEED,,,,,1704,767.689,695.01,182.244,1.983,95.78,8,7,,
FEED,,,,,1705,87.507,437.502,483.473,3.066,163.6,8,11,,
FEED,,,,,1706,160.635,929.165,294.961,0.269,150.83,17,14,,
FEED,,,,,1707,232.866,309.348,250.878,0.376,166.89,4,12,,
FEED,,,,,1708,754.811,291.879,307.183,1.151,178.97,17,11,,
FEED,,,,,1709,252.603,190.972,129.932,2.401,183.4,14,15,,
FEED,,,,,1710,743.883,199.281,271.748,2.696,74.29,17,11,,
FEED,,,,,1711,131.141,4.452,248.86,3.22,27.87,6,23,,
FEED,,,,,1712,471.918,42.811,90.414,1.818,138.49,2,14,,
FEED,,,,,1713,483.187,662.448,472.296,4.508,172.09,13,18,,
FEED,,,,,1714,927.073,281.302,487.023,1.461,127.83,2,8,,
FEED,,,,,1715,937.486,392.347,47.821,3.185,129.29,15,17,,
FEED,,,,,1716,723.195,272.063,447.96,0.397,14.32,14,20,,
FEED,,,,,1717,209.97,237.286,362.887,2.952,56.7,4,17,,
FEED,,,,,1718,630.234,389.188,293.192,0.946,167.29,19,7,,
FEED,,,,,1719,820.183,892.285,334.748,1.058,189.24,12,8,,
FEED,,,,,1720,866.504,891.259,441.352,4.278,56.81,12,12,,
FEED,,,,,1721,976.278,664.075,34.065,1.139,127.62,1,12,,
FEED,,,,,1722,810.16,306.222,247.671,0.325,102.7,4,18,,
FEED,,,,,1723,154.062,514.371,139.173,2.436,186.65,18,18,,
FEED,,,,,1724,149.952,917.423,405.205,4.447,133.06,10,18,,
FEED,,,,,1725,585.16,850.394,337.225,3.25,118.24,8,9,,
FEED,,,,,1726,432.693,193.191,282.84,3.267,99.45,9,10,,
FEED,,,,,1727,393.135,508.081,419.107,3.359,145.33,2,10,,
FEED,,,,,1728,835.643,845.157,301.936,4.35,168.95,17,1,,
FEED,,,,,1729,23.848,9.14,228.439,2.968,18.07,1,9,,
FEED,,,,,1730,939.332,885.399,286.705,3.431,96.18,18,11,,
FEED,,,,,1731,470.823,44.925,429.463,4.24,130.46,18,6,,
FEED,,,,,1732,385.476,918.884,169.541,4.308,130.76,0,17,,
FEED,,,,,1733,510.158,705.143,193.006,0.916,60.13,19,16,,
FEED,,,,,1734,567.494,924.965,39.313,1.615,147.35,3,22,,
FEED,,,,,1735,8.394,586.236,75.473,3.568,92.23,7,15,,
FEED,,,,,1736,65.04,57.174,477.035,2.357,27.97,16,11,,
FEED,,,,,1737,897.22,776.553,57.269,0.778,72.02,19,0,,
FEED,,,,,1738,947.986,908.463,436.166,4.186,145.61,0,7,,
FEED,,,,,1739,838.703,145.016,78.567,1.545,158.75,8,18,,
FEED,,,,,1740,973.48,764.334,191.777,1.074,139.45,14,5,,
FEED,,,,,1741,433.151,423.145,440.695,1.799,90.03,8,23,,
FEED,,,,,1742,475.306,176.171,478.728,0.175,123.48,17,6,,
FEED,,,,,1743,944.765,124.575,106.577,0.402,112.49,16,15,,
FEED,,,,,1744,685.088,965.509,376.247,1.924,32.73,4,18,,
FEED,,,,,1745,26.304,273.706,236.077,0.18,80.67,6,15,,
FEED,,,,,1746,11.487,249.611,347.475,1.943,30.35,13,20,,
FEED,,,,,1747,275.951,875.988,473.149,3.24,107.85,19,22,,
FEED,,,,,1748,291.369,382.868,418.005,1.549,53.98,15,22,,
FEED,,,,,1749,557.353,583.684,404.464,4.762,120.26,5,9,,
FEED,,,,,1750,710.183,90.286,79.034,0.809,154.96,2,21,,
FEED,,,,,1751,996.126,858.741,378.702,1.975,146.28,2,18,,
FEED,,,,,1752,145.499,612.406,388.574,1.976,78.1,16,4,,
FEED,,,,,1753,345.922,944.452,199.3,0.531,38.21,2,12,,
FEED,,,,,1754,154.88,930.99,328.307,2.819,16.48,8,1,,
FEED,,,,,1755,538.663,632.682,331.001,4.444,76.41,9,3,,
FEED,,,,,1756,381.302,567.281,227.95,3.482,57.69,13,20,,
FEED,,,,,1757,356.073,857.972,332.283,0.676,120.97,5,8,,
FEED,,,,,1758,990.247,996.328,217.002,4.018,92.27,9,7,,
FEED,,,,,1759,163.724,669.372,334.952,0.629,53.93,10,5,,
FEED,,,,,1760,709.803,366.877,422.431,4.682,194.92,2,5,,
FEED,,,,,1761,931.35,247.695,315.001,2.214,148.58,6,7,,
FEED,,,,,1762,356.108,957.983,322.231,0.859,24.82,15,16,,
FEED,,,,,1763,176.147,679.221,80.047,0.926,77.1,6,16,,
FEED,,,,,1764,192.311,256.623,257.783,3.386,140.42,7,7,,
FEED,,,,,1765,617.173,567.299,492.662,4.841,193.22,11,21,,
FEED,,,,,1766,446.37,390.969,111.811,2.049,9.21,3,12,,
FEED,,,,,1767,965.413,899.337,108.036,2.962,107.76,16,22,,
FEED,,,,,1768,631.242,918.027,499.389,2.654,87.92,14,3,,
FEED,,,,,1769,747.904,229.329,32.07,0.65,182.72,15,20,,
FEED,,,,,1770,500.71,895.693,83.291,1.38,98.9,13,21,,
FEED,,,,,1771,647.659,619.552,213.002,2.437,119.07,5,14,,
FEED,,,,,1772,950.066,94.166,88.634,1.411,54.2,15,18,,
FEED,,,,,1773,825.562,500.578,339.614,3.183,106.08,11,15,,
FEED,,,,,1774,653.169,333.22,120.075,3.788,68.79,3,21,,
FEED,,,,,1775,413.367,10.2,150.475,0.914,197.85,1,11,,
FEED,,,,,1776,48.736,844.749,255.528,3.296,187.9,0,14,,
FEED,,,,,1777,82.925,910.0,220.072,1.821,102.7,15,15,,
FEED,,,,,1778,684.995,173.854,494.991,0.863,134.0,14,12,,
FEED,,,,,1779,432.247,820.842,398.006,2.428,79.0,3,21,,
FEED,,,,,1780,998.298,680.482,391.465,1.018,136.46,17,8,,
FEED,,,,,1781,495.459,679.994,90.721,0.131,69.97,4,0,,
FEED,,,,,1782,647.088,949.467,478.932,0.382,38.83,19,8,,
FEED,,,,,1783,616.446,722.027,228.244,4.982,144.09,10,6,,
FEED,,,,,1784,993.781,500.319,324.564,0.329,73.52,0,11,,
FEED,,,,,1785,121.572,601.798,160.671,1.979,69.8,12,17,,
FEED,,,,,1786,888.702,528.815,127.153,0.657,11.55,6,2,,
FEED,,,,,1787,338.721,920.651,346.439,0.181,7.97,15,19,,
FEED,,,,,1788,868.178,405.728,497.671,4.045,49.9,1,23,,
FEED,,,,,1789,229.432,888.793,49.68,3.58,89.02,11,3,,
FEED,,,,,1790,110.862,43.21,235.089,1.73,172.48,18,17,,
FEED,,,,,1791,573.616,889.879,133.859,4.185,159.77,0,12,,
FEED,,,,,1792,743.875,414.874,265.778,3.85,139.53,14,21,,
FEED,,,,,1793,90.753,462.281,431.087,2.282,80.74,12,8,,
FEED,,,,,1794,192.31,903.465,256.507,1.879,50.65,17,11,,
FEED,,,,,1795,792.503,311.434,476.395,4.428,59.14,9,21,,
FEED,,,,,1796,153.292,562.765,41.739,1.992,44.52,6,3,,
FEED,,,,,1797,350.142,480.223,132.069,2.461,171.76,14,16,,
FEED,,,,,1798,894.963,779.678,183.79,2.297,16.64,10,21,,
FEED,,,,,1799,372.393,736.836,272.07,2.383,112.79,11,2,,
FEED,,,,,1800,795.648,935.494,48.119,2.189,158.22,16,23,,
FEED,,,,,1801,362.914,438.0,283.672,4.208,35.72,1,12,,
FEED,,,,,1802,282.486,165.729,236.069,4.258,118.29,1,11,,
FEED,,,,,1803,154.324,776.993,183.351,3.02,158.77,11,1,,
FEED,,,,,1804,570.321,138.596,366.839,2.894,113.02,2,5,,
FEED,,,,,1805,197.09,311.24,362.374,2.43,132.84,3,3,,
FEED,,,,,1806,629.846,743.577,40.344,2.177,186.49,8,22,,
FEED,,,,,1807,952.076,101.264,347.525,2.824,192.9,0,16,,
FEED,,,,,1808,729.248,731.543,151.686,4.567,122.88,12,22,,
FEED,,,,,1809,366.558,191.649,425.023,0.237,58.04,14,6,,
FEED,,,,,1810,190.551,427.17,90.067,4.45,197.36,6,23,,
FEED,,,,,1811,250.648,702.252,234.997,2.681,181.51,0,11,,
FEED,,,,,1812,862.611,925.977,210.987,3.083,42.21,16,22,,
FEED,,,,,1813,173.862,607.663,295.895,3.103,55.2,15,9,,
FEED,,,,,1814,533.782,569.884,105.941,0.777,64.02,5,2,,
FEED,,,,,1815,939.632,193.813,112.095,1.329,109.93,6,2,,
FEED,,,,,1816,938.113,656.441,91.643,0.805,11.35,19,4,,
FEED,,,,,1817,62.843,973.096,197.874,4.75,130.19,8,22,,
FEED,,,,,1818,374.499,432.524,454.76,4.423,33.02,4,3,,
FEED,,,,,1819,878.508,968.723,417.138,1.81,115.88,9,7,,
FEED,,,,,1820,954.166,217.707,229.908,1.472,173.62,3,7,,
FEED,,,,,1821,701.464,153.294,181.539,3.618,34.15,0,6,,
FEED,,,,,1822,356.778,665.226,335.397,4.999,5.89,3,23,,
FEED,,,,,1823,326.356,909.181,76.919,2.858,88.74,10,23,,
FEED,,,,,1824,543.308,468.821,94.213,3.361,66.1,0,19,,
FEED,,,,,1825,684.533,284.664,146.149,3.752,165.37,9,20,,
FEED,,,,,1826,653.523,588.816,16.386,1.313,101.06,16,1,,
FEED,,,,,1827,559.215,338.869,374.326,4.403,179.31,17,17,,
FEED,,,,,1828,485.764,316.257,10.598,1.204,15.44,7,8,,
FEED,,,,,1829,950.419,505.057,356.863,4.358,49.31,18,2,,
FEED,,,,,1830,750.938,473.543,185.606,0.953,81.87,14,6,,
FEED,,,,,1831,638.357,432.848,463.929,4.983,136.18,8,13,,
FEED,,,,,1832,21.448,357.731,91.485,0.767,158.8,18,18,,
FEED,,,,,1833,703.282,707.218,218.443,2.453,53.07,2,9,,
