edge_id,farm_a_id,farm_b_id,farm_a_x,farm_a_y,farm_b_x,farm_b_y,terrain_a,terrain_b,distance_km,terrain_cost,total_cost
4896,FARM114,FARM015,2.328,3.018,1.06,3.211,flat,flat,1.283,1.0,1.283
4897,FARM112,FARM051,4.743,8.52,9.671,9.584,rocky,hilly,5.042,2.1,10.588
4898,FARM103,FARM110,7.979,1.218,7.588,8.947,rocky,flat,7.739,1.8,13.93
4899,FARM145,FARM143,6.946,1.594,0.576,0.351,rocky,hilly,6.49,2.1,13.629
4900,FARM135,FARM054,6.153,0.076,9.837,0.817,hilly,hilly,3.758,1.6,6.013
4901,FARM074,FARM004,2.58,7.614,9.701,4.723,flat,rocky,7.685,1.8,13.833
4902,FARM015,FARM129,1.488,6.554,0.787,0.572,hilly,flat,6.023,1.3,7.83
4903,FARM099,FARM141,8.934,7.188,6.909,4.649,rocky,rocky,3.248,2.6,8.445
4904,FARM008,FARM076,0.678,0.322,1.305,4.651,rocky,flat,4.374,1.8,7.873
4905,FARM139,FARM131,8.344,0.717,7.562,3.98,hilly,rocky,3.355,2.1,7.046
4906,FARM108,FARM027,9.992,3.473,7.028,6.857,rocky,flat,4.499,1.8,8.098
4907,FARM035,FARM015,8.081,1.886,8.621,0.382,hilly,flat,1.598,1.3,2.077
4908,FARM058,FARM100,8.478,9.069,8.2,4.973,flat,rocky,4.105,1.8,7.389
4909,FARM050,FARM005,4.072,4.537,6.718,4.862,hilly,flat,2.666,1.3,3.466
4910,FARM012,FARM073,9.168,5.205,8.154,2.42,flat,hilly,2.964,1.3,3.853
4911,FARM105,FARM026,8.851,3.583,6.944,2.651,flat,hilly,2.123,1.3,2.76
4912,FARM046,FARM013,7.865,8.032,2.176,3.752,hilly,rocky,7.119,2.1,14.95
4913,FARM149,FARM106,3.173,3.193,2.556,7.864,rocky,rocky,4.712,2.6,12.251
4914,FARM096,FARM028,2.841,8.518,6.355,3.352,hilly,rocky,6.248,2.1,13.121
4915,FARM040,FARM021,9.606,7.75,4.545,1.573,flat,flat,7.986,1.0,7.986
4916,FARM020,FARM027,9.053,7.338,9.58,1.258,hilly,rocky,6.103,2.1,12.816
4917,FARM139,FARM097,2.835,6.238,2.925,3.508,flat,hilly,2.731,1.3,3.55
4918,FARM147,FARM007,7.497,1.398,3.345,9.422,flat,rocky,9.035,1.8,16.263
4919,FARM055,FARM050,4.375,2.496,0.932,5.875,hilly,hilly,4.824,1.6,7.718
4920,FARM054,FARM147,0.376,0.412,9.139,6.945,rocky,rocky,10.93,2.6,28.418
4921,FARM018,FARM121,4.234,4.948,1.469,9.306,hilly,hilly,5.161,1.6,8.258
4922,FARM033,FARM035,8.58,7.431,0.421,5.495,rocky,hilly,8.386,2.1,17.611
4923,FARM143,FARM028,7.081,5.519,4.978,9.58,rocky,rocky,4.573,2.6,11.89
4924,FARM128,FARM118,0.274,4.143,1.203,7.572,rocky,rocky,3.553,2.6,9.238
4925,FARM148,FARM117,2.59,3.908,7.827,6.927,hilly,rocky,6.045,2.1,12.694
4926,FARM043,FARM050,2.081,1.306,1.96,6.227,flat,rocky,4.922,1.8,8.86
4927,FARM070,FARM004,3.429,3.075,3.492,4.422,flat,rocky,1.348,1.8,2.426
4928,FARM064,FARM109,5.319,9.628,4.25,6.941,rocky,hilly,2.892,2.1,6.073
4929,FARM125,FARM009,2.184,2.605,3.615,1.656,hilly,rocky,1.717,2.1,3.606
4930,FARM075,FARM140,4.252,1.987,3.249,4.046,rocky,hilly,2.29,2.1,4.809
4931,FARM145,FARM001,4.445,6.62,5.612,3.185,hilly,hilly,3.628,1.6,5.805
4932,FARM143,FARM107,2.014,2.694,7.368,1.33,rocky,hilly,5.525,2.1,11.603
4933,FARM042,FARM096,2.847,0.16,9.485,8.119,rocky,flat,10.364,1.8,18.655
4934,FARM124,FARM123,7.921,6.189,2.755,9.532,rocky,rocky,6.153,2.6,15.998
4935,FARM016,FARM099,7.294,1.027,6.892,6.127,rocky,flat,5.116,1.8,9.209
4936,FARM101,FARM003,0.281,7.758,1.739,5.436,flat,hilly,2.742,1.3,3.565
4937,FARM044,FARM147,6.227,4.889,1.579,7.962,rocky,rocky,5.572,2.6,14.487
4938,FARM096,FARM065,9.095,8.863,3.858,6.875,flat,flat,5.602,1.0,5.602
4939,FARM020,FARM133,5.32,8.164,2.71,3.946,flat,rocky,4.96,1.8,8.928
4940,FARM097,FARM114,0.561,5.297,5.201,2.396,rocky,hilly,5.472,2.1,11.491
4941,FARM111,FARM099,9.83,6.532,6.953,2.877,rocky,hilly,4.651,2.1,9.767
4942,FARM101,FARM023,2.975,9.349,0.574,2.02,rocky,flat,7.712,1.8,13.882
4943,FARM085,FARM070,1.233,6.615,0.369,3.956,rocky,flat,2.796,1.8,5.033
4944,FARM129,FARM102,2.885,6.514,1.256,0.459,rocky,hilly,6.27,2.1,13.167
4945,FARM052,FARM079,6.631,0.063,8.087,8.405,flat,rocky,8.468,1.8,15.242
4946,FARM048,FARM104,2.444,9.24,4.21,2.478,rocky,rocky,6.989,2.6,18.171
4947,FARM125,FARM114,4.899,9.419,7.584,1.471,hilly,flat,8.389,1.3,10.906
4948,FARM034,FARM132,8.396,7.718,2.487,3.284,flat,rocky,7.388,1.8,13.298
4949,FARM074,FARM130,7.633,5.307,0.879,1.617,flat,rocky,7.696,1.8,13.853
4950,FARM093,FARM083,4.361,4.502,7.092,2.507,rocky,flat,3.382,1.8,6.088
4951,FARM013,FARM058,3.229,6.736,9.202,5.466,hilly,hilly,6.107,1.6,9.771
4952,FARM032,FARM035,7.977,2.823,8.835,8.662,rocky,rocky,5.902,2.6,15.345
4953,FARM117,FARM101,8.266,5.192,2.472,2.024,hilly,flat,6.604,1.3,8.585
4954,FARM104,FARM079,7.034,5.109,5.948,5.426,hilly,rocky,1.131,2.1,2.375
4955,FARM034,FARM019,8.602,7.73,2.661,6.733,hilly,flat,6.024,1.3,7.831
4956,FARM018,FARM010,7.977,7.338,3.853,8.835,rocky,hilly,4.387,2.1,9.213
4957,FARM070,FARM059,7.232,8.522,6.302,9.122,rocky,hilly,1.107,2.1,2.325
4958,FARM036,FARM032,5.633,6.201,9.938,4.827,flat,rocky,4.519,1.8,8.134
4959,FARM001,FARM077,3.258,8.195,7.095,8.075,flat,hilly,3.839,1.3,4.991
4960,FARM150,FARM046,8.235,7.467,3.091,4.962,hilly,rocky,5.722,2.1,12.016
4961,FARM083,FARM079,9.137,2.387,4.79,3.183,rocky,hilly,4.419,2.1,9.28
4962,FARM102,FARM134,2.445,9.039,8.364,7.109,rocky,flat,6.226,1.8,11.207
4963,FARM036,FARM058,1.24,2.575,3.58,3.364,rocky,hilly,2.469,2.1,5.185
4964,FARM109,FARM111,2.621,0.444,9.427,0.834,hilly,flat,6.817,1.3,8.862
4965,FARM066,FARM120,9.739,1.335,4.347,6.79,flat,rocky,7.67,1.8,13.806
4966,FARM019,FARM004,4.018,4.288,6.848,3.327,hilly,flat,2.989,1.3,3.886
4967,FARM060,FARM042,4.427,6.81,5.051,4.908,hilly,rocky,2.002,2.1,4.204
4968,FARM148,FARM051,5.083,1.846,9.738,3.438,rocky,flat,4.92,1.8,8.856
4969,FARM029,FARM069,2.54,3.723,5.233,0.59,hilly,flat,4.131,1.3,5.37
4970,FARM028,FARM020,3.822,6.036,2.408,8.937,rocky,hilly,3.227,2.1,6.777
4971,FARM147,FARM073,7.618,5.365,6.307,2.892,hilly,hilly,2.799,1.6,4.478
4972,FARM142,FARM045,9.546,4.47,5.611,4.693,rocky,rocky,3.941,2.6,10.247
4973,FARM113,FARM006,2.852,0.518,1.254,6.552,flat,rocky,6.242,1.8,11.236
4974,FARM007,FARM088,1.407,0.209,6.271,2.8,flat,hilly,5.511,1.3,7.164
4975,FARM014,FARM002,8.491,3.693,4.472,3.331,hilly,hilly,4.035,1.6,6.456
4976,FARM081,FARM001,3.808,0.954,0.587,0.798,rocky,rocky,3.225,2.6,8.385
4977,FARM112,FARM030,9.536,5.318,2.565,3.688,flat,hilly,7.159,1.3,9.307
4978,FARM077,FARM064,2.192,6.722,8.8,3.9,rocky,flat,7.185,1.8,12.933
4979,FARM001,FARM102,5.732,9.046,2.605,1.14,flat,hilly,8.502,1.3,11.053
4980,FARM013,FARM061,0.958,7.637,5.78,5.303,rocky,rocky,5.357,2.6,13.928
4981,FARM131,FARM148,6.503,8.466,2.853,6.271,flat,rocky,4.259,1.8,7.666
4982,FARM133,FARM050,9.324,8.33,6.828,4.524,hilly,flat,4.551,1.3,5.916
4983,FARM048,FARM110,6.228,4.718,6.978,7.271,hilly,hilly,2.661,1.6,4.258
4984,FARM085,FARM023,4.114,0.762,0.818,1.619,rocky,flat,3.406,1.8,6.131
4985,FARM006,FARM125,1.686,3.029,9.289,2.787,rocky,rocky,7.607,2.6,19.778
4986,FARM035,FARM023,3.312,7.87,4.12,3.139,flat,hilly,4.8,1.3,6.24
4987,FARM090,FARM142,9.58,3.544,5.897,4.647,hilly,hilly,3.845,1.6,6.152
4988,FARM132,FARM096,5.991,2.472,2.068,6.399,rocky,hilly,5.551,2.1,11.657
4989,FARM095,FARM144,4.27,4.92,8.402,3.151,rocky,flat,4.495,1.8,8.091
4990,FARM041,FARM136,0.279,0.917,3.628,9.315,flat,rocky,9.041,1.8,16.274
4991,FARM026,FARM056,9.66,4.139,0.817,4.407,rocky,rocky,8.847,2.6,23.002
4992,FARM106,FARM064,4.791,6.082,4.082,8.274,hilly,rocky,2.304,2.1,4.838
4993,FARM076,FARM003,8.541,1.204,1.586,9.214,hilly,hilly,10.608,1.6,16.973
4994,FARM150,FARM132,9.309,9.794,7.638,9.934,rocky,flat,1.677,1.8,3.019
4995,FARM029,FARM059,6.155,7.826,1.221,0.801,flat,flat,8.585,1.0,8.585
4996,FARM040,FARM037,8.133,2.721,4.683,7.489,flat,flat,5.885,1.0,5.885
4997,FARM110,FARM116,5.602,1.827,6.924,6.645,rocky,hilly,4.996,2.1,10.492
4998,FARM016,FARM063,3.281,8.937,3.393,7.727,hilly,hilly,1.215,1.6,1.944
4999,FARM044,FARM137,2.789,3.392,3.668,2.698,flat,flat,1.12,1.0,1.12
5000,FARM109,FARM027,8.416,6.457,1.715,0.273,flat,rocky,9.118,1.8,16.412
5001,FARM106,FARM069,4.754,5.811,3.037,2.797,rocky,flat,3.469,1.8,6.244
5002,FARM108,FARM095,9.057,0.56,4.658,4.402,hilly,hilly,5.841,1.6,9.346
5003,FARM011,FARM016,1.851,7.452,0.323,3.3,flat,flat,4.424,1.0,4.424
5004,FARM040,FARM020,9.371,9.108,8.164,2.227,rocky,flat,6.986,1.8,12.575
5005,FARM054,FARM131,2.026,5.251,5.021,4.432,flat,hilly,3.105,1.3,4.037
5006,FARM058,FARM097,1.92,2.904,9.352,9.755,hilly,rocky,10.108,2.1,21.227
5007,FARM115,FARM017,2.061,6.896,7.62,1.31,flat,rocky,7.881,1.8,14.186
5008,FARM107,FARM032,0.019,4.65,7.255,1.397,flat,rocky,7.934,1.8,14.281
5009,FARM078,FARM139,7.132,6.037,7.233,3.757,rocky,rocky,2.282,2.6,5.933
5010,FARM116,FARM017,9.319,5.342,3.002,0.289,rocky,rocky,8.089,2.6,21.031
5011,FARM091,FARM059,4.556,4.862,4.851,5.018,rocky,rocky,0.334,2.6,0.868
5012,FARM147,FARM011,7.899,6.489,8.717,5.861,rocky,rocky,1.031,2.6,2.681
5013,FARM010,FARM089,0.537,3.651,8.681,6.819,rocky,flat,8.738,1.8,15.728
5014,FARM131,FARM016,4.257,6.582,7.079,7.081,hilly,hilly,2.866,1.6,4.586
5015,FARM036,FARM101,5.093,9.849,8.704,6.931,hilly,hilly,4.643,1.6,7.429
5016,FARM090,FARM019,7.605,5.13,3.024,8.487,flat,rocky,5.679,1.8,10.222
5017,FARM135,FARM083,1.166,4.157,1.571,1.152,flat,flat,3.032,1.0,3.032
5018,FARM115,FARM083,2.342,3.641,6.878,5.208,rocky,flat,4.799,1.8,8.638
5019,FARM044,FARM028,0.764,0.287,8.082,1.774,rocky,rocky,7.468,2.6,19.417
5020,FARM077,FARM112,2.218,1.975,0.681,3.065,rocky,flat,1.884,1.8,3.391
5021,FARM117,FARM114,8.043,3.845,7.548,7.844,flat,hilly,4.03,1.3,5.239
5022,FARM007,FARM038,0.249,4.225,0.496,6.905,rocky,rocky,2.691,2.6,6.997
5023,FARM021,FARM023,8.199,5.258,4.902,5.911,flat,rocky,3.361,1.8,6.05
5024,FARM035,FARM149,9.54,4.061,7.187,1.046,flat,rocky,3.825,1.8,6.885
5025,FARM023,FARM037,2.151,1.772,8.481,1.703,hilly,flat,6.33,1.3,8.229
5026,FARM038,FARM116,3.563,6.027,6.945,4.364,rocky,flat,3.769,1.8,6.784
5027,FARM079,FARM103,7.39,6.415,1.033,7.819,flat,hilly,6.51,1.3,8.463
5028,FARM054,FARM085,9.815,8.815,4.445,0.606,rocky,rocky,9.809,2.6,25.503
5029,FARM111,FARM082,0.167,2.779,5.31,3.505,rocky,rocky,5.194,2.6,13.504
5030,FARM038,FARM028,7.622,9.533,2.622,1.195,rocky,flat,9.722,1.8,17.5
5031,FARM007,FARM005,9.198,9.176,2.724,2.616,flat,rocky,9.217,1.8,16.591
5032,FARM033,FARM014,9.936,8.756,8.024,9.515,rocky,hilly,2.057,2.1,4.32
5033,FARM129,FARM066,5.565,2.276,2.3,4.183,rocky,flat,3.781,1.8,6.806
5034,FARM139,FARM110,9.686,2.614,2.709,4.185,hilly,flat,7.152,1.3,9.298
5035,FARM148,FARM111,5.783,8.274,7.509,1.409,hilly,flat,7.079,1.3,9.203
5036,FARM007,FARM020,2.838,4.819,0.993,5.121,rocky,flat,1.87,1.8,3.366
5037,FARM130,FARM107,0.511,2.578,4.895,6.848,hilly,rocky,6.12,2.1,12.852
5038,FARM032,FARM131,2.241,3.709,0.074,6.228,rocky,rocky,3.323,2.6,8.64
5039,FARM139,FARM047,9.08,6.909,3.74,0.014,flat,rocky,8.721,1.8,15.698
5040,FARM053,FARM067,0.337,1.82,8.864,1.067,flat,rocky,8.56,1.8,15.408
5041,FARM039,FARM075,3.25,6.011,0.08,7.32,rocky,rocky,3.43,2.6,8.918
5042,FARM044,FARM036,8.937,9.436,3.65,3.507,rocky,hilly,7.944,2.1,16.682
5043,FARM088,FARM005,5.582,4.557,6.378,3.132,rocky,hilly,1.632,2.1,3.427
5044,FARM069,FARM090,9.139,1.572,5.927,7.116,flat,hilly,6.407,1.3,8.329
5045,FARM085,FARM013,4.197,2.299,5.095,4.461,rocky,flat,2.341,1.8,4.214
5046,FARM120,FARM026,1.291,4.062,9.831,6.854,flat,flat,8.985,1.0,8.985
5047,FARM077,FARM098,6.187,8.343,6.29,0.327,hilly,flat,8.017,1.3,10.422
5048,FARM047,FARM061,8.291,6.867,0.606,8.916,rocky,flat,7.953,1.8,14.315
5049,FARM124,FARM009,5.901,4.419,3.793,5.68,rocky,hilly,2.456,2.1,5.158
5050,FARM003,FARM047,8.195,9.527,4.14,9.866,flat,rocky,4.069,1.8,7.324
5051,FARM096,FARM102,4.831,4.052,5.007,2.213,flat,hilly,1.847,1.3,2.401
5052,FARM061,FARM012,4.114,6.809,8.3,8.316,rocky,flat,4.449,1.8,8.008
5053,FARM104,FARM005,3.323,8.742,2.439,3.912,flat,hilly,4.91,1.3,6.383
5054,FARM007,FARM095,3.987,7.527,4.476,5.962,rocky,rocky,1.64,2.6,4.264
5055,FARM019,FARM069,5.624,9.49,2.241,8.987,rocky,hilly,3.42,2.1,7.182
5056,FARM021,FARM133,5.938,3.692,5.693,0.65,rocky,hilly,3.052,2.1,6.409
5057,FARM113,FARM033,3.05,0.026,6.942,1.648,hilly,rocky,4.216,2.1,8.854
5058,FARM053,FARM036,1.671,2.022,8.623,0.139,flat,rocky,7.202,1.8,12.964
5059,FARM143,FARM147,5.924,4.114,5.356,2.091,rocky,rocky,2.101,2.6,5.463
5060,FARM102,FARM120,7.146,3.144,6.901,6.549,hilly,flat,3.414,1.3,4.438
5061,FARM118,FARM025,7.839,4.85,8.1,9.05,hilly,flat,4.208,1.3,5.47
5062,FARM020,FARM135,2.876,8.519,6.235,9.692,hilly,rocky,3.558,2.1,7.472
5063,FARM019,FARM046,9.695,5.79,0.716,6.902,flat,hilly,9.048,1.3,11.762
5064,FARM061,FARM095,3.882,8.188,1.159,9.702,hilly,flat,3.116,1.3,4.051
5065,FARM101,FARM015,6.581,8.764,9.129,5.18,hilly,rocky,4.397,2.1,9.234
5066,FARM073,FARM004,6.527,4.7,9.834,4.759,hilly,hilly,3.308,1.6,5.293
5067,FARM025,FARM033,3.218,6.405,6.87,8.324,flat,rocky,4.125,1.8,7.425
5068,FARM029,FARM018,9.742,9.881,7.552,1.132,flat,flat,9.019,1.0,9.019
5069,FARM090,FARM077,9.713,1.602,2.327,6.894,flat,rocky,9.086,1.8,16.355
5070,FARM110,FARM090,1.746,0.027,6.114,4.607,hilly,flat,6.329,1.3,8.228
5071,FARM107,FARM028,0.658,0.732,0.712,7.568,hilly,rocky,6.836,2.1,14.356
5072,FARM064,FARM095,1.592,3.791,2.948,5.285,flat,rocky,2.018,1.8,3.632
5073,FARM119,FARM046,1.612,1.902,0.001,6.702,rocky,rocky,5.063,2.6,13.164
5074,FARM128,FARM013,6.682,2.345,5.018,4.983,rocky,flat,3.119,1.8,5.614
5075,FARM069,FARM013,5.344,9.643,4.932,7.237,flat,rocky,2.441,1.8,4.394
5076,FARM125,FARM005,5.501,1.233,8.644,9.449,hilly,flat,8.797,1.3,11.436
5077,FARM073,FARM091,4.512,4.473,0.054,3.601,hilly,hilly,4.542,1.6,7.267
5078,FARM121,FARM139,3.533,0.608,7.523,6.103,flat,flat,6.791,1.0,6.791
5079,FARM079,FARM004,8.825,1.369,4.943,2.907,rocky,flat,4.176,1.8,7.517
5080,FARM122,FARM079,4.25,0.477,6.945,0.393,flat,hilly,2.696,1.3,3.505
5081,FARM091,FARM079,9.134,4.34,8.234,1.833,flat,hilly,2.664,1.3,3.463
5082,FARM148,FARM073,1.438,0.733,2.417,7.011,hilly,rocky,6.354,2.1,13.343
5083,FARM081,FARM123,1.183,6.613,9.065,8.896,flat,flat,8.206,1.0,8.206
5084,FARM033,FARM068,2.417,2.2,7.756,8.315,flat,hilly,8.118,1.3,10.553
5085,FARM008,FARM120,4.954,1.519,2.373,2.181,hilly,hilly,2.665,1.6,4.264
5086,FARM099,FARM047,4.286,9.936,5.449,8.898,rocky,hilly,1.559,2.1,3.274
5087,FARM006,FARM042,4.46,0.507,1.229,9.85,flat,rocky,9.886,1.8,17.795
5088,FARM114,FARM142,3.128,8.106,3.4,9.984,hilly,flat,1.898,1.3,2.467
5089,FARM041,FARM036,3.172,8.717,4.867,8.871,rocky,hilly,1.702,2.1,3.574
5090,FARM003,FARM136,1.623,6.535,0.661,6.31,flat,rocky,0.988,1.8,1.778
5091,FARM131,FARM139,1.531,8.941,3.67,4.309,flat,flat,5.102,1.0,5.102
5092,FARM030,FARM061,0.577,6.726,5.104,5.019,hilly,hilly,4.838,1.6,7.741
5093,FARM015,FARM055,6.441,0.012,7.34,7.532,hilly,hilly,7.574,1.6,12.118
5094,FARM074,FARM024,7.689,6.608,0.036,5.68,rocky,rocky,7.709,2.6,20.043
5095,FARM077,FARM006,6.7,2.998,8.792,7.16,rocky,hilly,4.658,2.1,9.782
5096,FARM082,FARM127,7.875,7.556,5.582,7.677,hilly,flat,2.296,1.3,2.985
5097,FARM130,FARM076,0.62,1.413,9.035,5.376,hilly,rocky,9.301,2.1,19.532
5098,FARM015,FARM040,2.95,2.872,6.855,0.993,hilly,flat,4.334,1.3,5.634
5099,FARM071,FARM099,6.361,0.911,8.368,0.667,rocky,flat,2.022,1.8,3.64
5100,FARM032,FARM070,7.947,3.736,8.135,1.409,hilly,flat,2.335,1.3,3.035
5101,FARM005,FARM093,1.452,0.063,7.368,6.004,flat,flat,8.384,1.0,8.384
5102,FARM083,FARM069,6.578,5.713,7.917,5.924,hilly,rocky,1.356,2.1,2.848
5103,FARM056,FARM001,8.959,0.681,7.858,9.759,rocky,flat,9.145,1.8,16.461
5104,FARM054,FARM098,0.504,7.159,0.134,9.672,hilly,rocky,2.54,2.1,5.334
5105,FARM088,FARM069,0.909,5.795,2.158,9.058,rocky,hilly,3.494,2.1,7.337
5106,FARM049,FARM003,0.871,6.452,2.367,1.105,rocky,rocky,5.552,2.6,14.435
5107,FARM045,FARM093,8.705,2.154,1.825,4.445,flat,hilly,7.251,1.3,9.426
5108,FARM109,FARM095,2.891,2.581,0.576,4.744,hilly,rocky,3.168,2.1,6.653
5109,FARM068,FARM109,5.328,4.562,3.965,1.005,flat,flat,3.809,1.0,3.809
5110,FARM105,FARM062,9.323,7.11,6.731,7.57,rocky,hilly,2.633,2.1,5.529
5111,FARM127,FARM103,8.151,5.46,5.364,9.925,hilly,rocky,5.263,2.1,11.052
5112,FARM089,FARM136,8.759,7.998,6.66,4.296,hilly,hilly,4.256,1.6,6.81
5113,FARM097,FARM120,2.812,0.805,3.301,8.249,hilly,hilly,7.46,1.6,11.936
5114,FARM091,FARM058,5.988,1.827,2.091,8.196,hilly,rocky,7.467,2.1,15.681
5115,FARM096,FARM083,9.102,2.657,3.458,4.102,flat,flat,5.826,1.0,5.826
5116,FARM024,FARM031,2.5,4.357,8.71,0.046,rocky,rocky,7.56,2.6,19.656
5117,FARM036,FARM107,3.651,2.589,6.19,2.027,flat,hilly,2.6,1.3,3.38
5118,FARM139,FARM110,3.316,6.411,2.724,8.131,hilly,hilly,1.819,1.6,2.91
5119,FARM048,FARM119,7.634,0.813,4.052,1.656,flat,hilly,3.68,1.3,4.784
5120,FARM125,FARM103,3.894,4.799,4.044,4.639,flat,flat,0.219,1.0,0.219
5121,FARM002,FARM043,3.846,7.782,9.602,4.877,flat,flat,6.448,1.0,6.448
5122,FARM061,FARM095,1.35,7.683,1.082,1.033,flat,rocky,6.655,1.8,11.979
5123,FARM034,FARM028,1.402,4.765,5.991,5.2,hilly,flat,4.61,1.3,5.993
5124,FARM030,FARM136,4.686,8.989,0.343,4.731,flat,rocky,6.082,1.8,10.948
5125,FARM099,FARM048,5.394,3.325,2.819,1.381,hilly,rocky,3.226,2.1,6.775
5126,FARM024,FARM055,2.782,7.342,6.769,7.654,flat,hilly,3.999,1.3,5.199
5127,FARM023,FARM093,3.829,9.302,3.596,7.512,rocky,rocky,1.805,2.6,4.693
5128,FARM099,FARM080,4.361,2.2,4.398,0.908,hilly,rocky,1.293,2.1,2.715
5129,FARM012,FARM124,7.372,0.863,8.634,9.417,hilly,hilly,8.647,1.6,13.835
5130,FARM049,FARM115,9.092,8.447,8.065,9.468,hilly,hilly,1.448,1.6,2.317
5131,FARM007,FARM089,2.366,7.309,5.494,1.546,rocky,hilly,6.557,2.1,13.77
5132,FARM103,FARM018,3.362,0.322,9.812,8.983,flat,flat,10.799,1.0,10.799
5133,FARM042,FARM060,6.947,7.031,5.34,5.774,flat,flat,2.04,1.0,2.04
5134,FARM116,FARM088,5.223,5.331,2.771,0.348,flat,hilly,5.554,1.3,7.22
5135,FARM016,FARM116,3.619,8.724,1.985,4.736,rocky,flat,4.31,1.8,7.758
5136,FARM001,FARM071,8.981,0.409,1.41,2.04,hilly,hilly,7.745,1.6,12.392
5137,FARM078,FARM122,5.599,9.979,3.25,6.036,rocky,flat,4.59,1.8,8.262
5138,FARM132,FARM134,3.779,0.077,9.555,3.03,flat,flat,6.487,1.0,6.487
5139,FARM002,FARM048,6.715,8.863,1.084,8.91,rocky,flat,5.631,1.8,10.136
5140,FARM143,FARM106,9.453,2.802,1.937,5.685,hilly,flat,8.05,1.3,10.465
5141,FARM100,FARM149,0.493,6.028,5.37,1.256,flat,flat,6.823,1.0,6.823
5142,FARM126,FARM018,8.452,1.384,3.355,9.873,flat,rocky,9.902,1.8,17.824
5143,FARM088,FARM039,2.448,9.163,6.175,6.574,flat,rocky,4.538,1.8,8.168
5144,FARM106,FARM009,7.598,9.348,6.467,8.667,flat,flat,1.32,1.0,1.32
5145,FARM036,FARM073,2.259,7.835,6.334,7.333,flat,rocky,4.106,1.8,7.391
5146,FARM046,FARM084,8.063,0.17,5.701,9.161,hilly,rocky,9.296,2.1,19.522
5147,FARM069,FARM150,9.704,5.907,9.377,2.118,flat,flat,3.803,1.0,3.803
5148,FARM069,FARM025,3.903,3.36,9.772,4.077,flat,flat,5.913,1.0,5.913
5149,FARM059,FARM010,8.274,3.083,9.581,9.885,hilly,rocky,6.926,2.1,14.545
5150,FARM001,FARM045,6.612,5.224,9.533,2.212,flat,flat,4.196,1.0,4.196
5151,FARM111,FARM135,6.759,6.468,3.196,7.517,hilly,hilly,3.714,1.6,5.942
5152,FARM093,FARM031,6.395,2.271,5.562,7.026,flat,rocky,4.827,1.8,8.689
5153,FARM039,FARM098,0.513,5.584,4.542,4.814,rocky,hilly,4.102,2.1,8.614
5154,FARM116,FARM135,8.747,0.934,3.179,9.258,rocky,hilly,10.015,2.1,21.032
5155,FARM137,FARM098,3.286,9.146,4.38,8.406,rocky,flat,1.321,1.8,2.378
5156,FARM066,FARM089,2.81,1.767,5.283,5.771,hilly,rocky,4.706,2.1,9.883
5157,FARM005,FARM086,6.391,6.983,1.37,2.163,flat,hilly,6.96,1.3,9.048
5158,FARM132,FARM146,6.882,7.434,7.487,5.615,rocky,rocky,1.917,2.6,4.984
5159,FARM022,FARM063,6.923,6.186,3.42,6.303,flat,flat,3.505,1.0,3.505
5160,FARM057,FARM072,4.876,4.094,2.994,3.885,flat,hilly,1.894,1.3,2.462
5161,FARM115,FARM065,8.255,0.641,4.212,1.219,hilly,hilly,4.084,1.6,6.534
5162,FARM028,FARM050,3.891,9.708,7.36,6.89,rocky,hilly,4.469,2.1,9.385
5163,FARM131,FARM057,2.568,1.62,0.628,5.548,rocky,rocky,4.381,2.6,11.391
5164,FARM049,FARM138,4.473,1.098,2.811,3.353,flat,hilly,2.801,1.3,3.641
5165,FARM004,FARM005,3.077,7.556,3.499,1.939,flat,flat,5.633,1.0,5.633
5166,FARM107,FARM077,9.413,9.632,8.002,6.987,flat,rocky,2.998,1.8,5.396
5167,FARM062,FARM011,7.199,9.111,1.328,1.247,rocky,rocky,9.814,2.6,25.516
5168,FARM147,FARM132,9.789,8.928,3.202,7.797,flat,hilly,6.683,1.3,8.688
5169,FARM143,FARM024,6.39,7.59,3.524,4.12,flat,hilly,4.501,1.3,5.851
5170,FARM069,FARM007,9.408,2.42,9.688,1.344,flat,hilly,1.112,1.3,1.446
5171,FARM033,FARM095,9.363,1.586,9.085,4.604,hilly,hilly,3.031,1.6,4.85
5172,FARM093,FARM059,0.384,1.796,6.342,4.102,flat,flat,6.389,1.0,6.389
5173,FARM001,FARM110,7.088,4.201,7.983,2.391,hilly,flat,2.019,1.3,2.625
5174,FARM015,FARM103,3.579,7.835,6.658,0.4,flat,rocky,8.047,1.8,14.485
5175,FARM088,FARM033,9.69,1.955,1.168,0.75,rocky,hilly,8.607,2.1,18.075
5176,FARM073,FARM044,4.249,1.639,3.071,5.645,hilly,hilly,4.176,1.6,6.682
5177,FARM102,FARM004,7.37,7.301,0.582,0.388,hilly,flat,9.688,1.3,12.594
5178,FARM016,FARM042,0.826,2.974,7.35,7.017,flat,rocky,7.675,1.8,13.815
5179,FARM039,FARM120,8.711,4.108,1.366,4.079,rocky,flat,7.345,1.8,13.221
5180,FARM141,FARM091,2.239,7.698,0.234,5.851,hilly,rocky,2.726,2.1,5.725
5181,FARM017,FARM145,3.274,5.741,2.135,7.729,hilly,rocky,2.291,2.1,4.811
5182,FARM124,FARM138,9.645,9.505,6.837,3.692,hilly,hilly,6.456,1.6,10.33
5183,FARM012,FARM043,1.657,0.871,9.099,5.912,hilly,hilly,8.989,1.6,14.382
